,snapshotTime,snapshotTimeUTC,openPrice,closePrice,highPrice,lowPrice,lastTradedVolume
64,2019/05/06 02:00:00,2019-05-06T01:00:00,"{'bid': 1.1185, 'ask': 1.11856, 'lastTraded': None}","{'bid': 1.1189, 'ask': 1.11896, 'lastTraded': None}","{'bid': 1.11945, 'ask': 1.11951, 'lastTraded': None}","{'bid': 1.11829, 'ask': 1.11835, 'lastTraded': None}",8768
65,2019/05/06 04:00:00,2019-05-06T03:00:00,"{'bid': 1.11891, 'ask': 1.11897, 'lastTraded': None}","{'bid': 1.11909, 'ask': 1.11915, 'lastTraded': None}","{'bid': 1.11957, 'ask': 1.11963, 'lastTraded': None}","{'bid': 1.11871, 'ask': 1.11877, 'lastTraded': None}",6010
66,2019/05/06 06:00:00,2019-05-06T05:00:00,"{'bid': 1.11907, 'ask': 1.11913, 'lastTraded': None}","{'bid': 1.11892, 'ask': 1.11898, 'lastTraded': None}","{'bid': 1.11947, 'ask': 1.11953, 'lastTraded': None}","{'bid': 1.11857, 'ask': 1.11863, 'lastTraded': None}",7366
67,2019/05/06 08:00:00,2019-05-06T07:00:00,"{'bid': 1.11889, 'ask': 1.11895, 'lastTraded': None}","{'bid': 1.11837, 'ask': 1.11843, 'lastTraded': None}","{'bid': 1.11935, 'ask': 1.11941, 'lastTraded': None}","{'bid': 1.11825, 'ask': 1.11834, 'lastTraded': None}",12463
68,2019/05/06 10:00:00,2019-05-06T09:00:00,"{'bid': 1.11838, 'ask': 1.11844, 'lastTraded': None}","{'bid': 1.11975, 'ask': 1.11981, 'lastTraded': None}","{'bid': 1.11984, 'ask': 1.1199, 'lastTraded': None}","{'bid': 1.11829, 'ask': 1.11835, 'lastTraded': None}",10389
69,2019/05/06 12:00:00,2019-05-06T11:00:00,"{'bid': 1.11974, 'ask': 1.1198, 'lastTraded': None}","{'bid': 1.11834, 'ask': 1.1184, 'lastTraded': None}","{'bid': 1.12034, 'ask': 1.1204, 'lastTraded': None}","{'bid': 1.11788, 'ask': 1.11794, 'lastTraded': None}",15443
70,2019/05/06 14:00:00,2019-05-06T13:00:00,"{'bid': 1.11833, 'ask': 1.11839, 'lastTraded': None}","{'bid': 1.11965, 'ask': 1.11971, 'lastTraded': None}","{'bid': 1.11966, 'ask': 1.11972, 'lastTraded': None}","{'bid': 1.11803, 'ask': 1.11809, 'lastTraded': None}",17368
71,2019/05/06 16:00:00,2019-05-06T15:00:00,"{'bid': 1.1196, 'ask': 1.11966, 'lastTraded': None}","{'bid': 1.12027, 'ask': 1.12033, 'lastTraded': None}","{'bid': 1.12066, 'ask': 1.12075, 'lastTraded': None}","{'bid': 1.1189, 'ask': 1.11896, 'lastTraded': None}",13624
72,2019/05/06 18:00:00,2019-05-06T17:00:00,"{'bid': 1.12026, 'ask': 1.12032, 'lastTraded': None}","{'bid': 1.12033, 'ask': 1.12039, 'lastTraded': None}","{'bid': 1.12091, 'ask': 1.12097, 'lastTraded': None}","{'bid': 1.12006, 'ask': 1.12012, 'lastTraded': None}",7987
73,2019/05/06 20:00:00,2019-05-06T19:00:00,"{'bid': 1.12032, 'ask': 1.12038, 'lastTraded': None}","{'bid': 1.11973, 'ask': 1.12009, 'lastTraded': None}","{'bid': 1.12058, 'ask': 1.12064, 'lastTraded': None}","{'bid': 1.11951, 'ask': 1.11992, 'lastTraded': None}",4730
74,2019/05/06 22:00:00,2019-05-06T21:00:00,"{'bid': 1.1197, 'ask': 1.12008, 'lastTraded': None}","{'bid': 1.11982, 'ask': 1.11988, 'lastTraded': None}","{'bid': 1.11993, 'ask': 1.12043, 'lastTraded': None}","{'bid': 1.11897, 'ask': 1.11917, 'lastTraded': None}",7571
75,2019/05/07 00:00:00,2019-05-06T23:00:00,"{'bid': 1.11976, 'ask': 1.11991, 'lastTraded': None}","{'bid': 1.11998, 'ask': 1.12004, 'lastTraded': None}","{'bid': 1.1203, 'ask': 1.12036, 'lastTraded': None}","{'bid': 1.11972, 'ask': 1.11981, 'lastTraded': None}",4955
76,2019/05/07 02:00:00,2019-05-07T01:00:00,"{'bid': 1.11997, 'ask': 1.12003, 'lastTraded': None}","{'bid': 1.1205, 'ask': 1.12056, 'lastTraded': None}","{'bid': 1.12053, 'ask': 1.12059, 'lastTraded': None}","{'bid': 1.11968, 'ask': 1.11974, 'lastTraded': None}",5754
77,2019/05/07 04:00:00,2019-05-07T03:00:00,"{'bid': 1.12049, 'ask': 1.12055, 'lastTraded': None}","{'bid': 1.12133, 'ask': 1.12139, 'lastTraded': None}","{'bid': 1.12141, 'ask': 1.12147, 'lastTraded': None}","{'bid': 1.12034, 'ask': 1.1204, 'lastTraded': None}",7668
78,2019/05/07 06:00:00,2019-05-07T05:00:00,"{'bid': 1.12132, 'ask': 1.12138, 'lastTraded': None}","{'bid': 1.12089, 'ask': 1.12095, 'lastTraded': None}","{'bid': 1.12177, 'ask': 1.12183, 'lastTraded': None}","{'bid': 1.12056, 'ask': 1.12065, 'lastTraded': None}",12716
79,2019/05/07 08:00:00,2019-05-07T07:00:00,"{'bid': 1.12088, 'ask': 1.12094, 'lastTraded': None}","{'bid': 1.11962, 'ask': 1.11968, 'lastTraded': None}","{'bid': 1.12163, 'ask': 1.12169, 'lastTraded': None}","{'bid': 1.11927, 'ask': 1.11933, 'lastTraded': None}",16971
