,snapshotTime,snapshotTimeUTC,openPrice,closePrice,highPrice,lowPrice,lastTradedVolume
2880,2020/03/24 16:00:00,2020-03-24T16:00:00,"{'bid': 2412.97, 'ask': 2413.97, 'lastTraded': None}","{'bid': 2381.22, 'ask': 2382.22, 'lastTraded': None}","{'bid': 2439.22, 'ask': 2440.22, 'lastTraded': None}","{'bid': 2376.47, 'ask': 2377.47, 'lastTraded': None}",437136
2881,2020/03/24 18:00:00,2020-03-24T18:00:00,"{'bid': 2381.09, 'ask': 2382.09, 'lastTraded': None}","{'bid': 2445.12, 'ask': 2446.12, 'lastTraded': None}","{'bid': 2448.62, 'ask': 2449.62, 'lastTraded': None}","{'bid': 2358.97, 'ask': 2359.97, 'lastTraded': None}",718290
2882,2020/03/24 20:00:00,2020-03-24T20:00:00,"{'bid': 2445.01, 'ask': 2446.21, 'lastTraded': None}","{'bid': 2449.5, 'ask': 2451.6, 'lastTraded': None}","{'bid': 2458.63, 'ask': 2459.83, 'lastTraded': None}","{'bid': 2428.51, 'ask': 2429.71, 'lastTraded': None}",131527
2883,2020/03/24 22:00:00,2020-03-24T22:00:00,"{'bid': 2453.63, 'ask': 2454.83, 'lastTraded': None}","{'bid': 2432.88, 'ask': 2434.08, 'lastTraded': None}","{'bid': 2480.76, 'ask': 2481.96, 'lastTraded': None}","{'bid': 2423.51, 'ask': 2424.71, 'lastTraded': None}",77320
2884,2020/03/25 00:00:00,2020-03-25T00:00:00,"{'bid': 2432.76, 'ask': 2433.96, 'lastTraded': None}","{'bid': 2423.88, 'ask': 2425.08, 'lastTraded': None}","{'bid': 2444.13, 'ask': 2445.33, 'lastTraded': None}","{'bid': 2407.13, 'ask': 2408.33, 'lastTraded': None}",57798
2885,2020/03/25 02:00:00,2020-03-25T02:00:00,"{'bid': 2424.88, 'ask': 2426.08, 'lastTraded': None}","{'bid': 2417.13, 'ask': 2418.33, 'lastTraded': None}","{'bid': 2430.26, 'ask': 2431.46, 'lastTraded': None}","{'bid': 2408.63, 'ask': 2409.83, 'lastTraded': None}",38590
2886,2020/03/25 04:00:00,2020-03-25T04:00:00,"{'bid': 2417.01, 'ask': 2418.21, 'lastTraded': None}","{'bid': 2452.88, 'ask': 2454.08, 'lastTraded': None}","{'bid': 2454.63, 'ask': 2455.83, 'lastTraded': None}","{'bid': 2398.38, 'ask': 2399.58, 'lastTraded': None}",63365
2887,2020/03/25 06:00:00,2020-03-25T06:00:00,"{'bid': 2453.38, 'ask': 2454.58, 'lastTraded': None}","{'bid': 2478.63, 'ask': 2479.83, 'lastTraded': None}","{'bid': 2478.76, 'ask': 2479.96, 'lastTraded': None}","{'bid': 2427.26, 'ask': 2428.46, 'lastTraded': None}",63270
2888,2020/03/25 08:00:00,2020-03-25T08:00:00,"{'bid': 2478.76, 'ask': 2479.96, 'lastTraded': None}","{'bid': 2487.51, 'ask': 2488.71, 'lastTraded': None}","{'bid': 2509.01, 'ask': 2510.21, 'lastTraded': None}","{'bid': 2459.63, 'ask': 2460.83, 'lastTraded': None}",123531
2889,2020/03/25 10:00:00,2020-03-25T10:00:00,"{'bid': 2487.38, 'ask': 2488.58, 'lastTraded': None}","{'bid': 2420.38, 'ask': 2421.58, 'lastTraded': None}","{'bid': 2488.13, 'ask': 2489.33, 'lastTraded': None}","{'bid': 2398.13, 'ask': 2399.33, 'lastTraded': None}",176973
2890,2020/03/25 12:00:00,2020-03-25T12:00:00,"{'bid': 2420.26, 'ask': 2421.46, 'lastTraded': None}","{'bid': 2431.98, 'ask': 2432.98, 'lastTraded': None}","{'bid': 2496.86, 'ask': 2497.86, 'lastTraded': None}","{'bid': 2414.26, 'ask': 2415.46, 'lastTraded': None}",394975
2891,2020/03/25 14:00:00,2020-03-25T14:00:00,"{'bid': 2431.61, 'ask': 2432.61, 'lastTraded': None}","{'bid': 2465.11, 'ask': 2466.11, 'lastTraded': None}","{'bid': 2474.61, 'ask': 2475.61, 'lastTraded': None}","{'bid': 2404.36, 'ask': 2405.36, 'lastTraded': None}",486676
2892,2020/03/25 16:00:00,2020-03-25T16:00:00,"{'bid': 2465.86, 'ask': 2466.86, 'lastTraded': None}","{'bid': 2548.46, 'ask': 2549.46, 'lastTraded': None}","{'bid': 2571.23, 'ask': 2572.23, 'lastTraded': None}","{'bid': 2464.11, 'ask': 2465.11, 'lastTraded': None}",540378
2893,2020/03/25 18:00:00,2020-03-25T18:00:00,"{'bid': 2548.71, 'ask': 2549.71, 'lastTraded': None}","{'bid': 2477.58, 'ask': 2478.58, 'lastTraded': None}","{'bid': 2563.46, 'ask': 2564.46, 'lastTraded': None}","{'bid': 2465.96, 'ask': 2466.96, 'lastTraded': None}",779200
